fecha,IdEmp,numAula,numSemestre,dia,hora_ini,hora_fin
13/05/2013,8950,1,1,1,07:00,08:30
13/05/2013,2961,2,1,1,07:00,08:30
13/05/2013,7955,3,1,1,07:00,08:30
13/05/2013,7763,4,1,1,07:00,08:30
13/05/2013,6341,5,1,1,07:00,08:30
13/05/2013,905,6,1,1,07:00,08:30
13/05/2013,2575,6,1,1,07:00,08:30
13/05/2013,2796,6,1,1,07:00,08:30
13/05/2013,9086,7,1,1,07:00,08:30
13/05/2013,8182,8,1,1,07:00,08:30
13/05/2013,6822,9,1,1,07:00,08:30
13/05/2013,7969,10,1,1,07:00,08:30
13/05/2013,8989,11,1,1,07:00,08:30
13/05/2013,8455,12,1,1,07:00,08:30
13/05/2013,2170,13,1,1,07:00,08:30
13/05/2013,8692,14,1,1,07:00,08:30
13/05/2013,2941,15,1,1,07:00,08:30
13/05/2013,7117,16,1,1,07:00,08:30
13/05/2013,8182,17,1,1,07:00,08:30
13/05/2013,2482,18,1,1,07:00,08:30
13/05/2013,9108,19,1,1,07:00,08:30
13/05/2013,8281,19,1,1,07:00,08:30
13/05/2013,6178,20,1,1,07:00,08:30
13/05/2013,6556,21,1,1,07:00,08:30
13/05/2013,6870,22,1,1,07:00,08:30
13/05/2013,3938,23,1,1,07:00,08:30
13/05/2013,8182,24,1,1,07:00,08:30
13/05/2013,8182,25,1,1,07:00,08:30
13/05/2013,2780,26,1,1,07:00,08:30
13/05/2013,8461,27,1,1,07:00,08:30
13/05/2013,1737,28,1,1,07:00,08:30
14/05/2013,8461,1,1,2,07:00,08:30
14/05/2013,2796,2,1,2,07:00,08:30
14/05/2013,7969,3,1,2,07:00,08:30
14/05/2013,8261,4,1,2,07:00,08:30
14/05/2013,905,4,1,2,07:00,08:30
14/05/2013,7763,4,1,2,07:00,08:30
14/05/2013,8182,5,1,2,07:00,08:30
14/05/2013,8182,6,1,2,07:00,08:30
14/05/2013,8177,7,1,2,07:00,08:30
14/05/2013,8455,8,1,2,07:00,08:30
14/05/2013,2575,8,1,2,07:00,08:30
14/05/2013,8726,8,1,2,07:00,08:30
14/05/2013,9086,9,1,2,07:00,08:30
14/05/2013,6178,10,1,2,07:00,08:30
14/05/2013,6822,11,1,2,07:00,08:30
14/05/2013,2170,12,1,2,07:00,08:30
14/05/2013,2941,13,1,2,07:00,08:30
14/05/2013,9105,14,1,2,07:00,08:30
14/05/2013,9116,15,1,2,07:00,08:30
14/05/2013,1234,16,1,2,07:00,08:30
14/05/2013,6313,17,1,2,07:00,08:30
14/05/2013,8182,18,1,2,07:00,08:30
14/05/2013,8182,19,1,2,07:00,08:30
14/05/2013,8281,20,1,2,07:00,08:30
14/05/2013,9108,20,1,2,07:00,08:30
14/05/2013,6996,21,1,2,07:00,08:30
14/05/2013,6691,22,1,2,07:00,08:30
14/05/2013,8989,23,1,2,07:00,08:30
14/05/2013,2891,24,1,2,07:00,08:30
14/05/2013,3938,25,1,2,07:00,08:30
14/05/2013,8182,26,1,2,07:00,08:30
14/05/2013,8991,27,1,2,07:00,08:30
14/05/2013,1654,28,1,2,07:00,08:30
16/05/2013,8950,1,1,4,07:00,08:30
16/05/2013,2961,2,1,4,07:00,08:30
16/05/2013,9116,3,1,4,07:00,08:30
16/05/2013,9108,4,1,4,07:00,08:30
16/05/2013,8281,4,1,4,07:00,08:30
16/05/2013,8177,5,1,4,07:00,08:30
16/05/2013,6556,6,1,4,07:00,08:30
16/05/2013,8991,7,1,4,07:00,08:30
16/05/2013,7955,8,1,4,07:00,08:30
16/05/2013,8461,9,1,4,07:00,08:30
16/05/2013,7969,10,1,4,07:00,08:30
16/05/2013,9105,11,1,4,07:00,08:30
16/05/2013,6178,12,1,4,07:00,08:30
16/05/2013,2170,13,1,4,07:00,08:30
16/05/2013,8182,14,1,4,07:00,08:30
16/05/2013,8989,15,1,4,07:00,08:30
16/05/2013,1234,16,1,4,07:00,08:30
16/05/2013,8726,17,1,4,07:00,08:30
16/05/2013,905,17,1,4,07:00,08:30
16/05/2013,2575,17,1,4,07:00,08:30
16/05/2013,6691,18,1,4,07:00,08:30
16/05/2013,6313,19,1,4,07:00,08:30
16/05/2013,8455,20,1,4,07:00,08:30
16/05/2013,2941,21,1,4,07:00,08:30
16/05/2013,2796,22,1,4,07:00,08:30
16/05/2013,3938,23,1,4,07:00,08:30
16/05/2013,8692,24,1,4,07:00,08:30
16/05/2013,2482,25,1,4,07:00,08:30
16/05/2013,2780,26,1,4,07:00,08:30
16/05/2013,9086,27,1,4,07:00,08:30
16/05/2013,6870,28,1,4,07:00,08:30
17/05/2013,2482,1,1,5,07:00,08:30
17/05/2013,9086,2,1,5,07:00,08:30
17/05/2013,7955,3,1,5,07:00,08:30
17/05/2013,6178,4,1,5,07:00,08:30
17/05/2013,1737,5,1,5,07:00,08:30
17/05/2013,2575,6,1,5,07:00,08:30
17/05/2013,7969,7,1,5,07:00,08:30
17/05/2013,8182,8,1,5,07:00,08:30
17/05/2013,8989,9,1,5,07:00,08:30
17/05/2013,8182,10,1,5,07:00,08:30
17/05/2013,8950,11,1,5,07:00,08:30
17/05/2013,9107,12,1,5,07:00,08:30
17/05/2013,8281,13,1,5,07:00,08:30
17/05/2013,9108,13,1,5,07:00,08:30
17/05/2013,2796,14,1,5,07:00,08:30
17/05/2013,7763,14,1,5,07:00,08:30
17/05/2013,8990,14,1,5,07:00,08:30
17/05/2013,9116,15,1,5,07:00,08:30
17/05/2013,8182,16,1,5,07:00,08:30
17/05/2013,6341,17,1,5,07:00,08:30
17/05/2013,8177,18,1,5,07:00,08:30
17/05/2013,2961,19,1,5,07:00,08:30
17/05/2013,8455,20,1,5,07:00,08:30
17/05/2013,6313,21,1,5,07:00,08:30
17/05/2013,6870,22,1,5,07:00,08:30
17/05/2013,3938,23,1,5,07:00,08:30
17/05/2013,2170,24,1,5,07:00,08:30
17/05/2013,8726,25,1,5,07:00,08:30
17/05/2013,905,25,1,5,07:00,08:30
17/05/2013,8261,25,1,5,07:00,08:30
17/05/2013,1234,26,1,5,07:00,08:30
17/05/2013,8461,27,1,5,07:00,08:30
17/05/2013,8182,28,1,5,07:00,08:30
20/05/2013,8950,1,1,1,07:00,08:30
20/05/2013,2961,2,1,1,07:00,08:30
20/05/2013,7955,3,1,1,07:00,08:30
20/05/2013,7763,4,1,1,07:00,08:30
20/05/2013,6341,5,1,1,07:00,08:30
20/05/2013,2796,6,1,1,07:00,08:30
20/05/2013,2575,6,1,1,07:00,08:30
20/05/2013,905,6,1,1,07:00,08:30
20/05/2013,9086,7,1,1,07:00,08:30
20/05/2013,8182,8,1,1,07:00,08:30
20/05/2013,6822,9,1,1,07:00,08:30
20/05/2013,7969,10,1,1,07:00,08:30
20/05/2013,8989,11,1,1,07:00,08:30
20/05/2013,8455,12,1,1,07:00,08:30
20/05/2013,2170,13,1,1,07:00,08:30
20/05/2013,8692,14,1,1,07:00,08:30
20/05/2013,2941,15,1,1,07:00,08:30
20/05/2013,7117,16,1,1,07:00,08:30
20/05/2013,8182,17,1,1,07:00,08:30
20/05/2013,2482,18,1,1,07:00,08:30
20/05/2013,9108,19,1,1,07:00,08:30
20/05/2013,8281,19,1,1,07:00,08:30
20/05/2013,6178,20,1,1,07:00,08:30
20/05/2013,6556,21,1,1,07:00,08:30
20/05/2013,6870,22,1,1,07:00,08:30
20/05/2013,3938,23,1,1,07:00,08:30
20/05/2013,8182,24,1,1,07:00,08:30
20/05/2013,8182,25,1,1,07:00,08:30
20/05/2013,2780,26,1,1,07:00,08:30
20/05/2013,8461,27,1,1,07:00,08:30
20/05/2013,1737,28,1,1,07:00,08:30
21/05/2013,8461,1,1,2,07:00,08:30
21/05/2013,2796,2,1,2,07:00,08:30
21/05/2013,7969,3,1,2,07:00,08:30
21/05/2013,8261,4,1,2,07:00,08:30
21/05/2013,905,4,1,2,07:00,08:30
21/05/2013,7763,4,1,2,07:00,08:30
21/05/2013,8182,5,1,2,07:00,08:30
21/05/2013,8182,6,1,2,07:00,08:30
21/05/2013,8455,8,1,2,07:00,08:30
21/05/2013,2575,8,1,2,07:00,08:30
21/05/2013,8177,7,1,2,07:00,08:30
21/05/2013,8455,8,1,2,07:00,08:30
21/05/2013,9086,9,1,2,07:00,08:30
21/05/2013,6178,10,1,2,07:00,08:30
21/05/2013,6822,11,1,2,07:00,08:30
21/05/2013,2170,12,1,2,07:00,08:30
21/05/2013,2941,13,1,2,07:00,08:30
21/05/2013,9105,14,1,2,07:00,08:30
21/05/2013,9116,15,1,2,07:00,08:30
21/05/2013,1234,16,1,2,07:00,08:30
21/05/2013,6313,17,1,2,07:00,08:30
21/05/2013,8182,18,1,2,07:00,08:30
21/05/2013,8182,19,1,2,07:00,08:30
21/05/2013,8281,20,1,2,07:00,08:30
21/05/2013,9108,20,1,2,07:00,08:30
21/05/2013,6996,21,1,2,07:00,08:30
21/05/2013,6691,22,1,2,07:00,08:30
21/05/2013,8989,23,1,2,07:00,08:30
21/05/2013,2891,24,1,2,07:00,08:30
21/05/2013,3938,25,1,2,07:00,08:30
21/05/2013,8182,26,1,2,07:00,08:30
21/05/2013,8991,27,1,2,07:00,08:30
21/05/2013,1654,28,1,2,07:00,08:30
22/05/2013,6556,1,1,3,07:00,08:30
22/05/2013,9086,2,1,3,07:00,08:30
22/05/2013,9116,3,1,3,07:00,08:30
22/05/2013,9107,4,1,3,07:00,08:30
22/05/2013,8455,5,1,3,07:00,08:30
22/05/2013,3938,6,1,3,07:00,08:30
22/05/2013,8991,7,1,3,07:00,08:30
22/05/2013,2961,8,1,3,07:00,08:30
22/05/2013,8989,9,1,3,07:00,08:30
22/05/2013,8461,10,1,3,07:00,08:30
22/05/2013,8692,11,1,3,07:00,08:30
22/05/2013,6178,12,1,3,07:00,08:30
22/05/2013,1234,13,1,3,07:00,08:30
22/05/2013,8182,14,1,3,07:00,08:30
22/05/2013,7955,15,1,3,07:00,08:30
22/05/2013,8182,16,1,3,07:00,08:30
22/05/2013,6870,17,1,3,07:00,08:30
22/05/2013,8182,18,1,3,07:00,08:30
22/05/2013,905,19,1,3,07:00,08:30
22/05/2013,2796,19,1,3,07:00,08:30
22/05/2013,8261,19,1,3,07:00,08:30
22/05/2013,7969,20,1,3,07:00,08:30
22/05/2013,7763,21,1,3,07:00,08:30
22/05/2013,2575,21,1,3,07:00,08:30
22/05/2013,2941,21,1,3,07:00,08:30
22/05/2013,8182,22,1,3,07:00,08:30
22/05/2013,8177,23,1,3,07:00,08:30
22/05/2013,8950,24,1,3,07:00,08:30
22/05/2013,6341,25,1,3,07:00,08:30
22/05/2013,1654,26,1,3,07:00,08:30
22/05/2013,8281,27,1,3,07:00,08:30
22/05/2013,8281,27,1,3,07:00,08:30
22/05/2013,6691,28,1,3,07:00,08:30
13/05/2013,648,1,3,1,14:00,15:30
13/05/2013,8182,2,3,1,14:00,15:30
13/05/2013,8882,3,3,1,14:00,15:30
13/05/2013,1346,3,3,1,14:00,15:30
13/05/2013,8951,3,3,1,14:00,15:30
13/05/2013,6881,4,3,1,14:00,15:30
13/05/2013,6741,5,3,1,14:00,15:30
13/05/2013,2888,6,3,1,14:00,15:30
13/05/2013,6526,7,3,1,14:00,15:30
13/05/2013,1737,8,3,1,14:00,15:30
13/05/2013,8990,8,3,1,14:00,15:30
13/05/2013,430,8,3,1,14:00,15:30
13/05/2013,6515,9,3,1,14:00,15:30
13/05/2013,7761,10,3,1,14:00,15:30
13/05/2013,9394,11,3,1,14:00,15:30
13/05/2013,2780,12,3,1,14:00,15:30
13/05/2013,2364,13,3,1,14:00,15:30
13/05/2013,3908,14,3,1,14:00,15:30
13/05/2013,7379,15,3,1,14:00,15:30
13/05/2013,6556,16,3,1,14:00,15:30
13/05/2013,2550,17,3,1,14:00,15:30
13/05/2013,8701,18,3,1,14:00,15:30
13/05/2013,8460,19,3,1,14:00,15:30
13/05/2013,9033,20,3,1,14:00,15:30
13/05/2013,7474,21,3,1,14:00,15:30
13/05/2013,7955,22,3,1,14:00,15:30
14/05/2013,6515,1,3,2,14:00,15:30
14/05/2013,2888,2,3,2,14:00,15:30
14/05/2013,6526,3,3,2,14:00,15:30
14/05/2013,7379,4,3,2,14:00,15:30
14/05/2013,577,5,3,2,14:00,15:30
14/05/2013,2550,6,3,2,14:00,15:30
14/05/2013,7474,7,3,2,14:00,15:30
14/05/2013,9964,8,3,2,14:00,15:30
14/05/2013,7972,9,3,2,14:00,15:30
14/05/2013,2780,10,3,2,14:00,15:30
14/05/2013,6741,11,3,2,14:00,15:30
14/05/2013,430,12,3,2,14:00,15:30
14/05/2013,894,12,3,2,14:00,15:30
14/05/2013,648,12,3,2,14:00,15:30
14/05/2013,9033,13,3,2,14:00,15:30
14/05/2013,8701,14,3,2,14:00,15:30
14/05/2013,6881,15,3,2,14:00,15:30
14/05/2013,2173,16,3,2,14:00,15:30
14/05/2013,8951,16,3,2,14:00,15:30
14/05/2013,1346,16,3,2,14:00,15:30
14/05/2013,9138,17,3,2,14:00,15:30
14/05/2013,2473,18,3,2,14:00,15:30
14/05/2013,8182,19,3,2,14:00,15:30
14/05/2013,8182,20,3,2,14:00,15:30
14/05/2013,3938,21,3,2,14:00,15:30
14/05/2013,7763,22,3,2,14:00,15:30
16/05/2013,6526,1,3,4,14:00,15:30
16/05/2013,430,2,3,4,14:00,15:30
16/05/2013,894,2,3,4,14:00,15:30
16/05/2013,2550,2,3,4,14:00,15:30
16/05/2013,7098,3,3,4,14:00,15:30
16/05/2013,8951,4,3,4,14:00,15:30
16/05/2013,2173,4,3,4,14:00,15:30
16/05/2013,2891,4,3,4,14:00,15:30
16/05/2013,9138,5,3,4,14:00,15:30
16/05/2013,9033,6,3,4,14:00,15:30
16/05/2013,7474,7,3,4,14:00,15:30
16/05/2013,2888,8,3,4,14:00,15:30
16/05/2013,7582,9,3,4,14:00,15:30
16/05/2013,2780,10,3,4,14:00,15:30
16/05/2013,9394,11,3,4,14:00,15:30
16/05/2013,8701,12,3,4,14:00,15:30
16/05/2013,6881,13,3,4,14:00,15:30
16/05/2013,648,14,3,4,14:00,15:30
16/05/2013,577,15,3,4,14:00,15:30
16/05/2013,9964,16,3,4,14:00,15:30
16/05/2013,1346,17,3,4,14:00,15:30
16/05/2013,2473,18,3,4,14:00,15:30
16/05/2013,2406,19,3,4,14:00,15:30
16/05/2013,3908,20,3,4,14:00,15:30
16/05/2013,6741,21,3,4,14:00,15:30
16/05/2013,8466,22,3,4,14:00,15:30
17/05/2013,2888,1,3,5,14:00,15:30
17/05/2013,3841,2,3,5,14:00,15:30
17/05/2013,9138,3,3,5,14:00,15:30
17/05/2013,7582,4,3,5,14:00,15:30
17/05/2013,838,5,3,5,14:00,15:30
17/05/2013,8951,6,3,5,14:00,15:30
17/05/2013,8882,6,3,5,14:00,15:30
17/05/2013,6515,6,3,5,14:00,15:30
17/05/2013,648,7,3,5,14:00,15:30
17/05/2013,577,8,3,5,14:00,15:30
17/05/2013,6741,9,3,5,14:00,15:30
17/05/2013,7761,10,3,5,14:00,15:30
17/05/2013,7379,11,3,5,14:00,15:30
17/05/2013,6526,12,3,5,14:00,15:30
